Price,Close,High,Low,Open,Volume,MA20,MA50
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,,
Date,,,,,,,
2023-06-20,182.62026977539062,183.69620198313194,182.02802885230534,182.02802885230534,49799100,177.0205390930176,170.44906707763673
2023-06-21,181.5838165283203,183.01508403325016,180.2315024183292,182.51166200493424,49515700,177.5022346496582,170.88642028808593
2023-06-22,184.5845489501953,184.63390612000734,181.29756025506936,181.3666633051449,51245300,178.2642623901367,171.4080368041992
2023-06-23,184.26869201660156,185.13733008755815,182.62026481317798,183.15329819733586,53117000,178.99667739868164,171.93713592529298
2023-06-26,182.87689208984375,185.62098193195177,182.83740033087778,184.41673933227065,48088700,179.6027458190918,172.33075805664063
2023-06-27,185.63084411621094,185.9565833444032,183.27171612569057,183.48887561115208,50730800,180.2260887145996,172.78635986328126
2023-06-28,186.80548095703125,187.4470789620611,185.17679982937508,185.5025240055518,51216800,180.815869140625,173.2650604248047
2023-06-29,187.14111328125,187.6149240946042,186.49951518133068,186.63770623646846,46347300,181.42490005493164,173.7260272216797
2023-06-30,191.46453857421875,191.96794560784363,188.78953634841974,189.1547673916645,85213200,182.10993576049805,174.2505938720703
2023-07-03,189.97402954101562,191.37568580561538,189.28305928715224,191.27697146600818,31458200,182.6780029296875,174.76467071533204
2023-07-05,188.85862731933594,190.48730854754436,188.15779163185775,189.09553270560195,46920300,183.2579147338867,175.28857391357423
2023-07-06,189.3323974609375,189.5396915286371,186.75611009728527,187.38784264698543,45094300,183.8797752380371,175.81584075927734
2023-07-07,188.21702575683594,190.1813268348204,187.78272178125238,188.93760736945495,46815000,184.51446914672852,176.35155487060547
2023-07-10,186.17376708984375,187.5359467558433,184.62403920180722,186.8153651594175,59922200,184.9112762451172,176.84660064697266
2023-07-11,185.65060424804688,186.85484691926047,184.18972537508213,186.71665587805697,46638100,185.26267852783204,177.2395114135742
2023-07-12,187.31881713867188,189.223880831428,186.03560573302573,187.22996818763008,60750200,185.5578186035156,177.64074920654298
2023-07-13,188.07884216308594,188.72045533421505,187.32866429002723,188.03936545890204,41342300,185.9146499633789,178.05896179199217
2023-07-14,188.22686767578125,188.7105287268448,187.1805620612046,187.77280284934832,41616200,186.24729690551757,178.50083526611328
2023-07-17,191.48426818847656,191.81000743962883,189.33241906132668,189.421252931179,50520200,186.64114303588866,179.02934509277344
2023-07-18,191.22763061523438,191.8198865800326,189.93455398917624,190.85254922844402,48288200,187.0759536743164,179.58544860839845
2023-07-19,192.57994079589844,195.66950100927124,190.16157487576123,190.6057743707706,80507300,187.5739372253418,180.01521942138672
2023-07-20,190.63539123535156,193.9322456468904,190.01352397351403,192.57006595398724,59581200,188.02651596069336,180.40747924804688
2023-07-21,189.4607696533203,192.4516308259383,188.75993388819955,191.5928731808388,71951700,188.27032699584962,180.81035247802734
2023-07-24,190.2602996826172,192.3924031537896,189.76675804919924,190.91177825353577,45377800,188.56990737915038,181.19392822265624
2023-07-25,191.11904907226562,191.92846454581797,190.42809382758358,190.83280156435973,37283200,188.98201522827148,181.59093322753907
2023-07-26,191.98768615722656,193.11296042478057,190.8229351880455,191.1684052777898,47471900,189.29985733032225,182.02386779785155
